Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Organization Description,Organization Industries,Organization Website,Lead Investors,Investor Names
Series A - SixSense,https://www.crunchbase.com/funding_round/sixsense-series-a--d412adf4,SixSense,https://www.crunchbase.com/organization/sixsense,Series A,8500000,USD,8500000,2025-07-31,SixSense is an AI-powered defect analytics platform for smart manufacturing.,"Artificial Intelligence (AI), Industrial Automation, Semiconductor",https://sixsense.ai/,Surge,"Alpha Intelligence Capital, FEBE Ventures, Surge"
Seed Round - Freya Voice,https://www.crunchbase.com/funding_round/freya-voice-seed--e9181e14,Freya Voice,https://www.crunchbase.com/organization/freya-voice,Seed,3500000,USD,3500000,2025-11-05,Freya provides AI voice agents that manage phone-based customer interactions by integrating with systems and following workflow rules.,"Artificial Intelligence (AI), Financial Services, FinTech",https://freyavoice.ai,,"212, bd Partners, Rebel Fund, Y Combinator"
Series A - Conversion,https://www.crunchbase.com/funding_round/styleai-d090-series-a--64f7c658,Conversion,https://www.crunchbase.com/organization/styleai-d090,Series A,28000000,USD,28000000,2025-07-30,"Conversion offers AI tools for automating ad campaigns and website creation, including Adwin for ads and Crafta for websites.","Artificial Intelligence (AI), Generative AI, Productivity Tools",https://conversion.ai,Abstract,"Abstract, Antler, HOF Capital, True Ventures"
Seed Round - PEAK:AIO,https://www.crunchbase.com/funding_round/peak-aio-seed--dbe11730,PEAK:AIO,https://www.crunchbase.com/organization/peak-aio,Seed,5000000,GBP,6734914,2025-10-02,"PEAK:AIO delivers software-defined storage for AI, enabling fast, scalable data infrastructure and optimized GPU utilization.","Artificial Intelligence (AI), Information Technology, Software",https://peakaio.com,Pembroke VCT,"Pembroke VCT, Praetura Ventures"
Series A - Barti,https://www.crunchbase.com/funding_round/barti-series-a--837e029b,Barti,https://www.crunchbase.com/organization/barti,Series A,15084486,USD,15084486,2025-08-25,Barti offers an AI-powered electronic health record and practice management platform tailored for eye care providers.,"Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, SaaS",https://www.barti.com,Five Elms Capital,Five Elms Capital
Seed Round - BaseVol,https://www.crunchbase.com/funding_round/basevol-seed--3ede0f24,BaseVol,https://www.crunchbase.com/organization/basevol,Seed,3000000,USD,3000000,2025-10-08,"BaseVol is an options trading platform that offers trading options, from simple 0DTE trades to complex structured vault strategies.","Artificial Intelligence (AI), Blockchain, Cryptocurrency",https://www.basevol.com/,Neoclassic Capital,"Baboon.VC, Neoclassic Capital, Virtuals Ventures, Woori Technology Investment"
Seed Round - Magentic,https://www.crunchbase.com/funding_round/magentic-669f-seed--92683d11,Magentic,https://www.crunchbase.com/organization/magentic-669f,Seed,5500000,USD,5500000,2025-07-22,Magentic is an AI agent platform that identifies savings throughout global manufacturing supply chains.,"Artificial Intelligence (AI), Network Security, Software",https://www.magentic.com/,Sequoia Capital,"First Momentum Ventures, Sequoia Capital, The Westly Group"
Seed Round - Covenant,https://www.crunchbase.com/funding_round/covenant-337d-seed--cd32f094,Covenant,https://www.crunchbase.com/organization/covenant-337d,Seed,4000000,USD,4000000,2025-07-15,Covenant operator of a specialized law firm intended to offer advice and legal representation.,"Artificial Intelligence (AI), Legal Tech, Machine Learning",https://covenant.co/,Flybridge,"Flybridge, Neil Barsky"
Seed Round - SalesDraft,https://www.crunchbase.com/funding_round/salesdraft-seed--141f8327,SalesDraft,https://www.crunchbase.com/organization/salesdraft,Seed,3000000,USD,3000000,2025-08-18,SalesDraft is an AI sales recruiting platform that automates the recruiting process.,"Artificial Intelligence (AI), Employment, Recruiting",https://salesdraft.io,Tower Research Capital,"Frazier VC, Marc Jones, Tower Research Capital"
Series A - Tycho AI,https://www.crunchbase.com/funding_round/tycho-ai-series-a--ffbba795,Tycho AI,https://www.crunchbase.com/organization/tycho-ai,Series A,10000000,USD,10000000,2025-10-07,Tycho AI is an unmanned aerial vehicle technology (UAV) company building resilient navigation and AI systems for unmanned vehicles,"Artificial Intelligence (AI), Autonomous Vehicles, Manufacturing",https://www.tycho.ai/,FirstMark,"FirstMark, Pillar VC"
Seed Round - Smallest.ai,https://www.crunchbase.com/funding_round/smallest-ai-seed--9985cc82,Smallest.ai,https://www.crunchbase.com/organization/smallest-ai,Seed,8000000,USD,8000000,2025-09-22,"Smallest.ai is a Software Development developing a voice AI foundation models for enterprise deployment, sales and support.","Artificial Intelligence (AI), Generative AI, Information Technology, SaaS, Software",https://smallest.ai,Sierra Ventures,"3one4 Capital, Better Capital, Schema Ventures, Sierra Ventures, Tiny Supercomputer Investment Company, Upsparks Capital"
Seed Round - Nolla Health,https://www.crunchbase.com/funding_round/nolla-health-seed--b0d930f0,Nolla Health,https://www.crunchbase.com/organization/nolla-health,Seed,4500000,USD,4500000,2025-09-18,Nolla Health is a technology-driven healthcare company that focuses on developing AI-powered digital doctors.,"Artificial Intelligence (AI), Health Care",https://www.nollahealth.com/,General Catalyst,"Diede van Lamoen, General Catalyst, SNÖ Ventures"
Seed Round - VoiceRun,https://www.crunchbase.com/funding_round/voicerun-seed--d931df67,VoiceRun,https://www.crunchbase.com/organization/voicerun,Seed,5499996,USD,5499996,2025-11-20,VoiceRun is a software platform that offers AI voice application services.,"Artificial Intelligence (AI), Software",https://primvoices.com,,
Series A - ARX Robotics,https://www.crunchbase.com/funding_round/arx-49c3-series-a--7b5910d5,ARX Robotics,https://www.crunchbase.com/organization/arx-49c3,Series A,11000000,EUR,12737260,2025-07-29,ARX Robotics is a defense startup that develops autonomous unmanned ground systems for military and civilian applications.,"Artificial Intelligence (AI), Autonomous Vehicles, Drones, Manufacturing, Robotics",https://www.arx-robotics.com,Speedinvest,"HV Capital, Speedinvest"
Seed Round - Huxe,https://www.crunchbase.com/funding_round/huxe-seed--8393685c,Huxe,https://www.crunchbase.com/organization/huxe,Seed,4600000,USD,4600000,2025-09-23,Huxe enables users to explore subjects in depth by automatically generating podcasts featuring multiple AI.,"Artificial Intelligence (AI), Audio, Audiobooks",https://www.huxe.com,Conviction,"Conviction, Dylan Field, Genius Ventures, Jeff Dean"
Seed Round - Standard Money,https://www.crunchbase.com/funding_round/standard-money-seed--b833f8a9,Standard Money,https://www.crunchbase.com/organization/standard-money,Seed,15000000,USD,15000000,2025-11-03,Standard Money is a financial infrastructure company developing the algorithmic stablecoin USDsd on the BNB Chain.,"Blockchain, Cryptocurrency, Web3",https://www.standardmoney.com/,,"Animoca Brands, Crypto.com, Gate, YZi Labs"
Seed Round - Kernel,https://www.crunchbase.com/funding_round/kernel-b2a4-seed--13d2e9fd,Kernel,https://www.crunchbase.com/organization/kernel-b2a4,Seed,6600000,USD,6600000,2025-09-09,Kernel is a developer platform that provides Crazy Fast Browser Infrastructure for AI agents to use the internet.,"Artificial Intelligence (AI), Developer APIs, Developer Platform, Information Technology, SaaS, Software",https://www.onkernel.com,"Accel, Y Combinator","Accel, Charlie Marsh, Cintrifuse Capital, David Cramer, Refinery Ventures, Solomon Hykes, Y Combinator, Zachary Sims"
Seed Round - Quack AI,https://www.crunchbase.com/funding_round/quack-ai-ead4-seed--ba0997cb,Quack AI,https://www.crunchbase.com/organization/quack-ai-ead4,Seed,3600000,USD,3600000,2025-07-22,Quack AI is an artificial intelligence governance Layer for Web3.,"Artificial Intelligence (AI), Blockchain, Cryptocurrency",https://quackai.ai/,,"Animoca Brands, CARV, Kenetic, Merlin Chain, Scaling Labs, Skyland Ventures, Zero Sevenone Labs"
Seed Round - Surgical Automations,https://www.crunchbase.com/funding_round/surgical-automations-seed--002ef1f1,Surgical Automations,https://www.crunchbase.com/organization/surgical-automations,Seed,3400000,USD,3400000,2025-10-30,Developing automated endoscopic robots and utilizing IoT infrastructure to enable integrated stakeholder experience.,"Artificial Intelligence (AI), Health Care, Medical Device, Robotics",https://www.autosurg.com,"Frederic Moll, Turbostart","Frederic Moll, Turbostart"
Series B - Hyphen,https://www.crunchbase.com/funding_round/usehyphen-series-b--10be668a,Hyphen,https://www.crunchbase.com/organization/usehyphen,Series B,25000000,USD,25000000,2025-08-13,Hyphen automates culinary operations for the restaurant and foodservice industry.,"Artificial Intelligence (AI), Food and Beverage, Food Processing, Industrial Automation, Restaurants, Robotics, Software",https://usehyphen.com/,"CAVA, Chipotle Mexican Grill","CAVA, Chipotle Mexican Grill"
Series A - Rune Technologies,https://www.crunchbase.com/funding_round/rune-technologies-series-a--e8e2b62a,Rune Technologies,https://www.crunchbase.com/organization/rune-technologies,Series A,24000000,USD,24000000,2025-07-21,Rune Technologies develops AI-enabled predictive logistics solutions for military operations.,"Artificial Intelligence (AI), Logistics, Manufacturing, Military",https://www.runetech.co/,Human Capital,"Andreessen Horowitz, Forward Deployed Venture Capital, Human Capital, Pax Ventures, Point72 Ventures, Washington Harbour Partners, XYZ Venture Capital"
Seed Round - Tinfoil,https://www.crunchbase.com/funding_round/tinfoil-seed--65fa9c12,Tinfoil,https://www.crunchbase.com/organization/tinfoil,Seed,5000000,USD,5000000,2025-07-15,"Fast, powerful, and private AI enabled by secure hardware.","Artificial Intelligence (AI), Cloud Security, Privacy, Software",http://tinfoil.sh,Scale Rise,"Pioneer Fund, Scale Rise, Y Combinator"
Seed Round - Assured Health,https://www.crunchbase.com/funding_round/assured-health-seed--750ce58f,Assured Health,https://www.crunchbase.com/organization/assured-health,Seed,6000000,USD,6000000,2025-09-15,"Assured Health provides a platform to automate healthcare credentialing, licensing, and payor enrollment for healthcare organizations.","Artificial Intelligence (AI), Health Care, Software",https://www.withassured.com,First Round Capital,"Bragiel Brothers, First Round Capital, Kindred Ventures"
Seed Round - Bron,https://www.crunchbase.com/funding_round/bron-beae-seed--3b670700,Bron,https://www.crunchbase.com/organization/bron-beae,Seed,15000000,USD,15000000,2025-10-28,Bron is a non-custodial crypto wallet offering institutional-grade security features for individuals and teams.,"Bitcoin, Cryptocurrency, Software",https://bron.org/,,"Fasanara Capital, GSR, LocalGlobe"
Seed Round - Function,https://www.crunchbase.com/funding_round/function-8173-seed--460a0c43,Function,https://www.crunchbase.com/organization/function-8173,Seed,10000000,USD,10000000,2025-07-15,Function builds the financial infrastructure that activates Bitcoin.,"Blockchain, Cryptocurrency",https://www.fxn.xyz/,Galaxy Digital,"Antalpha, Galaxy Digital, Mantle Network"
Seed Round - Yoolee AI,https://www.crunchbase.com/funding_round/yoolee-ai-seed--ca10cc1d,Yoolee AI,https://www.crunchbase.com/organization/yoolee-ai,Seed,8000000,USD,8000000,2025-10-23,Yoolee AI is an AI company offering business reinforcement learning for AI agents to transform model capabilities into quantifiable results.,"Artificial Intelligence (AI), Machine Learning",https://yoolee.ai/,BlueRun Ventures,"BlueRun Ventures, Guangyuan Entrepreneurs Fund"
Seed Round - Agenda Hero,https://www.crunchbase.com/funding_round/agenda-hero-seed--c588d0cf,Agenda Hero,https://www.crunchbase.com/organization/agenda-hero,Seed,5600000,USD,5600000,2025-08-21,"Agenda Hero offers an AI-powered platform to convert text and images into calendar events, simplifying scheduling.","Artificial Intelligence (AI), SaaS, Software",https://agendahero.com,Upfront Ventures,"K9 Ventures, Precursor Ventures, Upfront Ventures"
Series A - Ruoyu Technology,https://www.crunchbase.com/funding_round/ruoyu-technology-series-a--8397ac04,Ruoyu Technology,https://www.crunchbase.com/organization/ruoyu-technology,Series A,100000000,CNY,13972335,2025-08-25,Ruoyu Technology aims to build a robot brain using self-developed technology.,"Artificial Intelligence (AI), Information Technology, Robotics",https://www.ruoyutech.com/,"DONGFANG Precision Science & Technology, Shenzhen Hanqingda Investment","DONGFANG Precision Science & Technology, Shenzhen Hanqingda Investment"
Seed Round - Tern AI,https://www.crunchbase.com/funding_round/tern-ai-seed--24c879df,Tern AI,https://www.crunchbase.com/organization/tern-ai,Seed,7500000,USD,7500000,2025-10-01,Tern AI is an AI-based company that develops technology infrastructure-free alternative to GPS.,"Artificial Intelligence (AI), Navigation, Software",https://www.tern.ai/,,"Bravo Victor Venture Capital, Scout Ventures, Shadow Capital, The Veteran Fund, Vanderbilt University Office of Investments"
Seed Round - Sinbad Tech,https://www.crunchbase.com/funding_round/sinbad-tech-seed--9e43fa87,Sinbad Tech,https://www.crunchbase.com/organization/sinbad-tech,Seed,18000000,SAR,4798525,2025-09-17,Sinbad Tech is a fintech company that provides artificial intelligence and investment management services.,"Artificial Intelligence (AI), Financial Services, FinTech, Mobile Apps",https://sindbad.tech,AlKhabeer Capital,AlKhabeer Capital
Series B - Japan AI,https://www.crunchbase.com/funding_round/japan-ai-series-b--1297918f,Japan AI,https://www.crunchbase.com/organization/japan-ai,Series B,1900000000,JPY,12772145,2025-07-31,Japan AI specializes in R&D of artificial intelligence and consulting services.,"Artificial Intelligence (AI), Consulting, Product Research",https://japan-ai.co.jp/,,"FCE, JAFCO, Nissay Capital, Resona Capital"
Seed Round - Aiode,https://www.crunchbase.com/funding_round/aiode-seed--9f4ef179,Aiode,https://www.crunchbase.com/organization/aiode,Seed,5500000,USD,5500000,2025-08-11,The Future of Music Creation - The first ever Music AI ecosystem modeling real musicians into their virtual selves,"Artificial Intelligence (AI), Audio Recording and Production, Music",https://aiode.com/,Horizon Capital,"ATOORO FUND, Horizon Capital, Mindset Ventures, Regah Ventures"
Series A - Relace,https://www.crunchbase.com/funding_round/relace-series-a--6a4b06e9,Relace,https://www.crunchbase.com/organization/relace,Series A,23000000,USD,23000000,2025-10-08,Relace AI platform generates custom made LLMs to create better models.,"Artificial Intelligence (AI), Information Technology",https://www.relace.ai/,Andreessen Horowitz,"Andreessen Horowitz, Matrix, Y Combinator"
Seed Round - LightTable,https://www.crunchbase.com/funding_round/lighttable-c094-seed--4a4aa0e8,LightTable,https://www.crunchbase.com/organization/lighttable-c094,Seed,6000000,USD,6000000,2025-08-19,LightTable is a software company that specializes in designing documents and fewer RFIs for architects and construction.,"Architecture, Artificial Intelligence (AI), Software",https://www.lighttable.ai/,Primary Venture Partners,"Innovation Endeavors, MetaProp, Primary Venture Partners"
Seed Round - Spectral Compute,https://www.crunchbase.com/funding_round/spectral-compute-seed--f85b8deb,Spectral Compute,https://www.crunchbase.com/organization/spectral-compute,Seed,6000000,USD,6000000,2025-11-10,"Spectral Compute breaks hardware lock-in for AI/ML and HPC workloads, enabling a single codebase for any accelerated computing platform.","AI Infrastructure, Artificial Intelligence (AI), Cloud Computing, Consulting, GPU, Information Technology, Machine Learning, Software",https://spectralcompute.co.uk,Costanoa Ventures,"Costanoa Ventures, Crucible Capital"
Seed Round - Loman AI,https://www.crunchbase.com/funding_round/loman-ai-seed--04b106e4,Loman AI,https://www.crunchbase.com/organization/loman-ai,Seed,4100000,USD,4100000,2025-08-26,"Loman provides a 24/7 AI phone agent for restaurants, handling calls, taking orders, answering questions, and booking reservations.","Artificial Intelligence (AI), Restaurants, Software",https://getlomanai.com/,Next Coast Ventures,"Antler, Next Coast Ventures, TenOneTen Ventures"
Pre Seed Round - SLNG,https://www.crunchbase.com/funding_round/slng-pre-seed--6f213898,SLNG,https://www.crunchbase.com/organization/slng,Pre-Seed,3300000,EUR,3836446,2025-10-15,SLNG is radically global infrastructure for speech AI.,"Artificial Intelligence (AI), Information Technology",https://www.slng.ai/,Earlybird Venture Capital,Earlybird Venture Capital
Seed Round - Beside,https://www.crunchbase.com/funding_round/beside-87c2-seed--e5a47600,Beside,https://www.crunchbase.com/organization/beside-87c2,Seed,11900000,USD,11900000,2025-10-29,Beside is an app that provides users with a dedicated second phone number for calls and texts.,"Artificial Intelligence (AI), Business Development, Information Technology",https://www.beside.com,Index Ventures,Index Ventures
Series B - nPlan,https://www.crunchbase.com/funding_round/nplan-series-b--22c7abcb,nPlan,https://www.crunchbase.com/organization/nplan,Series B,16000000,USD,16000000,2025-10-17,"Artificial Intelligence to provide schedule certainty for projects, by highlighting risk and suggesting optimal execution paths.","Artificial Intelligence (AI), Construction, Machine Learning, Project Management, Scheduling",http://www.nplan.io,CapHorn Invest,"CapHorn Invest, Chevron Technology Ventures, Google Ventures, LocalGlobe, Michael Mire, Pentech Ventures, Sir John Parker, Suffolk Technologies"
Series B - XMTP,https://www.crunchbase.com/funding_round/xmtp-series-b--44ee4c00,XMTP,https://www.crunchbase.com/organization/xmtp,Series B,20000000,USD,20000000,2025-07-17,"XMTP is a communication protocol and network that connects communities, creators, protocols, applications, and users.","Communications Infrastructure, Cryptocurrency, Messaging, Software",https://xmtp.com,"a16z crypto, Faction, Union Square Ventures","a16z crypto, Coinbase Ventures, Distributed Global, Faction, Offline Ventures, Sound Ventures, Union Square Ventures"
Seed Round - Extuitive,https://www.crunchbase.com/funding_round/extuitive-seed--338ee7e7,Extuitive,https://www.crunchbase.com/organization/extuitive,Seed,20000000,USD,20000000,2025-09-18,Extuitive is an AI-first business that aims to revolutionize the conception and validation of new consumer goods and creatives.,"Artificial Intelligence (AI), E-Commerce, Web Development",https://extuitive.com/,Flagship Pioneering,Flagship Pioneering
Seed Round - Velorum,https://www.crunchbase.com/funding_round/velorum-seed--e9f5a3b6,Velorum,https://www.crunchbase.com/organization/velorum,Seed,3000000,EUR,3489090,2025-11-13,Velorum is a startup focused on applied artificial intelligence and enterprise knowledge management.,"Analytics, Artificial Intelligence (AI), Enterprise Software",https://velorumlabs.ai/,IRIS Venture Builder,IRIS Venture Builder
Seed Round - Meela,https://www.crunchbase.com/funding_round/meela-bee2-seed--7c7c681e,Meela,https://www.crunchbase.com/organization/meela-bee2,Seed,3500000,USD,3500000,2025-09-11,Meela is a personalized AI voice companion for seniors that provides compassionate conversation.,"Artificial Intelligence (AI), Elder Care, Software",https://www.meela.ai/,Bain Capital Ventures,Bain Capital Ventures
Series A - Yourway Learning,https://www.crunchbase.com/funding_round/yourway-learning-series-a--7aa15315,Yourway Learning,https://www.crunchbase.com/organization/yourway-learning,Series A,9000000,USD,9000000,2025-08-19,Yourway Learning is an AI-powered platform that provides K-12 districts with a comprehensive system to manage instructional alignment.,"Artificial Intelligence (AI), E-Learning, EdTech, Education",https://www.yourwaylearning.com,,
Seed Round - Levr Bet,https://www.crunchbase.com/funding_round/levr-bet-seed--b61398f7,Levr Bet,https://www.crunchbase.com/organization/levr-bet,Seed,3000000,USD,3000000,2025-08-07,Levr.bet is a leveraged sports betting platform that allows users to place bets.,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Gaming, Video Games",https://www.levr.bet,"Blockchain Capital, Maven 11 Capital","Blockchain Capital, Maven 11 Capital"
Pre Seed Round - Cookiy AI,https://www.crunchbase.com/funding_round/cookiy-ai-pre-seed--0f2da5fc,Cookiy AI,https://www.crunchbase.com/organization/cookiy-ai,Pre-Seed,7000000,USD,7000000,2025-10-06,Cookiy AI is an Agentic Voice AI that aims to bring customer voices back in the heart of commercial decision-making.,"Artificial Intelligence (AI), Information Technology, Internet",https://cookiy.ai/,,"Converge, GoAhead Ventures, Liquid 2 Ventures, UpHonest Capital"
Seed Round - West Lake Intelligent Vision,https://www.crunchbase.com/funding_round/west-lake-intelligent-vision-seed--23a176f5,West Lake Intelligent Vision,https://www.crunchbase.com/organization/west-lake-intelligent-vision,Seed,50000000,CNY,6975154,2025-07-14,West Lake Intelligent Vision is a developer of artificial intelligence and computational imaging fusion technology.,"Advanced Materials, Artificial Intelligence (AI)",,Oriental Fortune Capital,Oriental Fortune Capital
Series A - Block Earner,https://www.crunchbase.com/funding_round/block-earner-series-a--0c2c9b3f,Block Earner,https://www.crunchbase.com/organization/block-earner,Series A,8000000,AUD,5204799,2025-08-17,Block Earner is a company that provides crypto-backed loans and a platform to buy and sell cryptocurrencies.,"Bitcoin, Blockchain, Cryptocurrency, Decentralized Finance (DeFi), FinTech",https://blockearner.com.au,Titan Fund,"King River Capital, Titan Fund"
Seed Round - ALTILIA,https://www.crunchbase.com/funding_round/altilia-seed--3a378924,ALTILIA,https://www.crunchbase.com/organization/altilia,Seed,3000000,EUR,3516516,2025-09-05,"Altilia is an all-in-one no/low-code AI platform for companies to design, deploy, and scale enterprise-grade Agentic AI solutions.","Agentic AI, Artificial Intelligence (AI), Big Data, Enterprise Software, Generative AI, Machine Learning, Natural Language Processing, Robotic Process Automation (RPA), SaaS",http://www.altilia.ai,,
Seed Round - Propel People AI,https://www.crunchbase.com/funding_round/propel-people-ai-seed--32c3729b,Propel People AI,https://www.crunchbase.com/organization/propel-people-ai,Seed,3000000,USD,3000000,2025-07-22,"Propel People is a mobile-first, AI-powered hiring platform designed specifically to help construction contractors.","Artificial Intelligence (AI), Construction, Human Resources",https://propelpeople.ai,1848 Ventures,1848 Ventures
Series A - Qingsi Intelligence,https://www.crunchbase.com/funding_round/qingsi-intelligence-series-a--a8dba71b,Qingsi Intelligence,https://www.crunchbase.com/organization/qingsi-intelligence,Series A,100000000,CNY,14044352,2025-11-10,Qingsi Intelligence focuses on the hybrid use of large and small AI models in the realm of vision.,"Artificial Intelligence (AI), Information Technology",,CDH Investments,CDH Investments
Seed Round - Wala English,https://www.crunchbase.com/funding_round/wala-english-seed--ed5e88be,Wala English,https://www.crunchbase.com/organization/wala-english,Seed,12000000,USD,12000000,2025-07-31,Wala English is the provider of the full-process AI c contextual learning service.,"Artificial Intelligence (AI), Education",https://valavala.com/#/index,,"Northern Light Venture Capital, Shunwei Capital, TAL Education Group"
Seed Round - StrongestLayer,https://www.crunchbase.com/funding_round/strongestlayer-seed--39be6eea,StrongestLayer,https://www.crunchbase.com/organization/strongestlayer,Seed,5200000,USD,5200000,2025-07-17,StrongestLayer is an AI-based cybersecurity platform mainly for email security and human risk mitigation.,"Artificial Intelligence (AI), Cyber Security, Network Security",https://www.strongestlayer.com/,Sorenson Capital,"Recall Capital, Sorenson Capital"
Seed Round - Professional.me,https://www.crunchbase.com/funding_round/professional-me-seed--b8c56ba8,Professional.me,https://www.crunchbase.com/organization/professional-me,Seed,3100000,USD,3100000,2025-08-17,Professional.me is an AI-powered talent management platform that uses proprietary expert systems.,"Artificial Intelligence (AI), Human Resources",https://www.professional.me/,Raha Beach Ventures,Raha Beach Ventures
Seed Round - Cyata,https://www.crunchbase.com/funding_round/cyata-seed--d629547b,Cyata,https://www.crunchbase.com/organization/cyata,Seed,8500000,USD,8500000,2025-07-30,Cyata equips enterprises with a governance platform designed for AI agents that operate outside conventional identity systems.,"Artificial Intelligence (AI), Cyber Security, Network Security, SaaS",https://cyataai.com/,TLV Partners,"Ron Serber, TLV Partners, Yossi Carmil"
Seed Round - Helios,https://www.crunchbase.com/funding_round/helios-3ae2-seed--1f42e78b,Helios,https://www.crunchbase.com/organization/helios-3ae2,Seed,4000000,USD,4000000,2025-07-11,Helios is building the first AI native OS for public policy professionals.,"Artificial Intelligence (AI), Government, GovTech, Productivity Tools, SaaS",https://heliosintel.ai,"Alumni Ventures, Unusual Ventures","Alumni Ventures, Founders, Inc., Unusual Ventures"
Seed Round - OutcomesAI,https://www.crunchbase.com/funding_round/outcomesai-seed--7c15821d,OutcomesAI,https://www.crunchbase.com/organization/outcomesai,Seed,10000000,USD,10000000,2025-10-14,OutcomesAI operates as a healthcare company.,"Artificial Intelligence (AI), Health Care, Medical",https://outcomes.ai/,Sante Ventures,Sante Ventures
Seed Round - Mind The Hack,https://www.crunchbase.com/funding_round/mind-the-hack-seed--6b0b9d14,Mind The Hack,https://www.crunchbase.com/organization/mind-the-hack,Seed,2800000,EUR,3282909,2025-10-02,Mind The Hack is a cybersecurity platform that provides automated network penetration testing with custom workflows.,"Artificial Intelligence (AI), Cyber Security",https://mindthehack.ai/,Deep Capital Group,Deep Capital Group
Series B - Character Biosciences,https://www.crunchbase.com/funding_round/clover-therapeutics-series-b--12239ad4,Character Biosciences,https://www.crunchbase.com/organization/clover-therapeutics,Series B,17000000,USD,17000000,2025-09-17,"Character Biosciences is a platform that merges genomics with clinical data and AI technology, focusing on patients affected by AMD.","Artificial Intelligence (AI), Biotechnology, Clinical Trials, Health Care, Health Diagnostics, Therapeutics",https://characterbio.com,Sanofi Ventures,Sanofi Ventures
Seed Round - Appy.AI,https://www.crunchbase.com/funding_round/appy-ai-seed--ca4cb33e,Appy.AI,https://www.crunchbase.com/organization/appy-ai,Seed,5000000,USD,5000000,2025-10-07,Appy.AI platform enables anyone to build complete AI businesses through natural conversation without coding.,"Artificial Intelligence (AI), Software",https://appy.ai/,"Dan Scholnick, Founder Collective","Dan Scholnick, Founder Collective"
Seed Round - AI Cross Matrix,https://www.crunchbase.com/funding_round/ai-cross-matrix-seed--000eb98b,AI Cross Matrix,https://www.crunchbase.com/organization/ai-cross-matrix,Seed,12000000,USD,12000000,2025-07-18,AI Cross Matrix is a DeFi platform that makes the crypto economy simple by streamlining the exchange process with useful solutions.,"Cryptocurrency, Decentralized Finance (DeFi), Trading Platform",https://acm.plus/#/home,,"Asva Ventures, Avalon Wealth Club, BuzzBridge Capital, Genesis Capital, M2M Capital"
Seed Round - Atrium,https://www.crunchbase.com/funding_round/atrium-af18-seed--e52362ad,Atrium,https://www.crunchbase.com/organization/atrium-af18,Seed,4000000,USD,4000000,2025-10-22,"Atrium is an AI-powered intelligence platform built for investors, analysts, and bankers who need to move fast.","Artificial Intelligence (AI), Banking",https://atriumdata.ai,,"Castle Island Ventures, EJF Capital"
Pre Seed Round - Arqh,https://www.crunchbase.com/funding_round/arqh-pre-seed--591d0a1e,Arqh,https://www.crunchbase.com/organization/arqh,Pre-Seed,3800000,USD,3800000,2025-09-30,Arqh is a decision intelligence engine that converts your business objectives into real-time operational decisions.,"Artificial Intelligence (AI), Logistics, Real Time",https://www.arqh.ai/,Founderful,"Founderful, Merantix Capital"
Series B - Quantum AI,https://www.crunchbase.com/funding_round/quantum-ai-series-b--0214c7c2,Quantum AI,https://www.crunchbase.com/organization/quantum-ai,Series B,7300000000,KRW,5041743,2025-11-06,Quantum AI is an AI data company that offers offline and online data collection and analysis services.,"Analytics, Artificial Intelligence (AI), Data Collection and Labeling, Information Services",https://quantum-ai.ai/,,"Aju IB Investment, Magellan Technology Investment, Nice Investment Partners, Seoul Business Agency(SBA), SK Securities, Ulmus Investment, We Ventures"
Series B - Docyt,https://www.crunchbase.com/funding_round/docyt-series-b--114f9b23,Docyt,https://www.crunchbase.com/organization/docyt,Series B,12000000,USD,12000000,2025-08-06,Docyt is a real-time accounting automation platform.,"Accounting, Artificial Intelligence (AI), Machine Learning, Mobile",https://www.docyt.com,Pivot Investment Partners,Pivot Investment Partners
Series B - Ares Materials,https://www.crunchbase.com/funding_round/ares-materials-series-b--5cec92a8,Ares Materials,https://www.crunchbase.com/organization/ares-materials,Series B,12200000,USD,12200000,2025-10-07,AI-enabled optical polymers,"Advanced Materials, Artificial Intelligence (AI), Electronics, Machine Learning, Semiconductor",http://aresmaterials.com/,1200 VC,1200 VC
Seed Round - Sarborg,https://www.crunchbase.com/funding_round/sarborg-seed--d46ad89c,Sarborg,https://www.crunchbase.com/organization/sarborg,Seed,10000000,USD,10000000,2025-08-27,Sarborg is an artificial intelligence company that provides solutions with cybernetics and machine learning for pharmaceutical sector.,"Artificial Intelligence (AI), Health Care, Medical",https://sarborg.com/,Corvus Capital,Corvus Capital
Seed Round - True Labs,https://www.crunchbase.com/funding_round/true-labs-seed--61316eba,True Labs,https://www.crunchbase.com/organization/true-labs,Seed,10000000,USD,10000000,2025-09-29,"True Labs is an AI-driven, decentralized exchange company.","Artificial Intelligence (AI), Cryptocurrency, Decentralized Finance (DeFi), Non-Fungible Token (NFT)",https://true.foundation/,Core International Holding,Core International Holding
Seed Round - Assessli,https://www.crunchbase.com/funding_round/assessli-seed--cc4c2d3d,Assessli,https://www.crunchbase.com/organization/assessli,Seed,443700000,INR,4996959,2025-09-30,"Assessli provides AI-driven personalization with adaptive intelligence that evolves across industries, including education and healthcare.","Artificial Intelligence (AI), Education, Human Resources, Information Technology",https://www.assessli.com/,Foxhog Ventures,Foxhog Ventures
